F_time,F_distance,F_load,F_quality,F_Reward,S_Reward,Algorithm
1.1494252873563218,0.059775840597758395,0.0018644220108352482,0.39333333333333337,0.4233577532528878,33.10719266504303,Random
1.8867924528301887,0.05829487490891426,0.0018798279400795868,0.5416666666666666,0.6225925866517568,68.19635554832576,Random
1.2987012987012987,0.05483207676490747,0.002699694583954462,0.5233333333333333,0.5225132139964217,54.13963572551208,Random
1.4705882352941175,0.060744115413819286,0.0020349881720408253,0.4583333333333333,0.5107742641475724,52.81235630526473,Random
1.153846153846154,0.05458267000227428,0.002008492790959328,0.5233333333333333,0.5007225905774917,54.10165745023603,Random
2.097902097902098,0.07228915662650602,0.004070121721862802,0.5133333333333335,0.6407576038419414,75.70040637333211,Random
1.5463917525773196,0.06233766233766234,0.0023578742123222256,0.4483333333333334,0.5165431784710135,53.200703666113014,Random
1.4492753623188406,0.06315789473684211,0.0023897404040536395,0.4866666666666667,0.5251807780320366,57.32979319523692,Random
1.5789473684210527,0.061208875286916604,0.0028834223142154493,0.5316666666666667,0.571144324084887,67.64682859794789,Random
1.910828025477707,0.06304176516942474,0.0023160794701216902,0.5650000000000001,0.6413846451140123,79.5695721231053,Random
1.9736842105263157,0.06990969997087096,0.0030345520092588552,0.5233333333333334,0.6275300565716652,75.16420252432167,Random
1.8633540372670807,0.06474237928243863,0.003452069682048504,0.6733333333333335,0.6996887004106718,99.99201065380555,Random
1.9607843137254903,0.06700167504187604,0.002813788482548922,0.4516666666666667,0.5818680658192925,58.71793568328957,Random
1.694915254237288,0.06886657101865136,0.002698996345525997,0.53,0.589453930890256,73.49856835430258,Random
1.4084507042253522,0.053619302949061656,0.002346674423012089,0.525,0.5396724313710682,58.67475607434034,Random
1.8072289156626506,0.07100591715976332,0.0028399809494716864,0.44833333333333325,0.5578358166393383,57.41164743140166,Random
1.0101010101010102,0.05310909493250719,0.002432037436076144,0.5899999999999999,0.5187924252482783,64.99254103640476,Random
1.7341040462427746,0.06675938803894298,0.0027405875785056284,0.47166666666666673,0.5598054539461519,56.844924818645694,Random
1.1320754716981132,0.05637773079633544,0.002195839520820395,0.5150000000000001,0.49290575345380083,56.41513460794367,Random
1.25,0.04906971989368227,0.0023936925999747355,0.5250000000000001,0.5147674299734206,44.20359183949707,Random
1.3274336283185841,0.05971634735008709,0.002187407587185765,0.5633333333333334,0.5520441310853094,74.36585659626806,Random
1.5384615384615385,0.06670372429127291,0.001699132932809212,0.6966666666666667,0.6654451618420489,101.42448872142526,Random
1.5384615384615385,0.05828071879553181,0.0015487894668480093,0.47166666666666673,0.5283394104681138,48.14532287229787,Random
1.2048192771084336,0.05616662766206412,0.0024829475562728096,0.6083333333333333,0.559764548481781,76.82239374829247,Random
1.6304347826086956,0.06180788050476436,0.002603423031042522,0.7350000000000001,0.7010171875174955,109.21032727884784,Random
1.185770750988142,0.05790108564535585,0.0018232934516942945,0.5299999999999999,0.5103408840595602,55.6393282421282,Random
1.7857142857142856,0.0706713780918728,0.002843813971259476,0.46333333333333343,0.5635249873801111,64.59696522105472,Random
1.5384615384615385,0.06687099470604624,0.001649791623339507,0.5783333333333334,0.5944869794457424,79.41568206898177,Random
1.3513513513513513,0.05390835579514825,0.0026361102333841827,0.6433333333333333,0.6021797916514897,78.52763173903674,Random
1.9867549668874172,0.06631666206134292,0.0025602570709087596,0.46333333333333343,0.5925924105484484,58.325892832380944,Random
2.272727272727273,0.07655502392344499,0.0019162459953775382,0.775,0.8250478468899521,131.37282953050303,Swarm-GAP
1.3274336283185841,0.06470746832030197,0.003998009486790019,0.8200000000000001,0.7072919113278631,130.75455509679182,Swarm-GAP
