F_time,F_distance,F_load,F_quality,F_Reward,S_Reward,Algorithm
2.7027027027027026,0.06711409395973154,0.0017373027946152846,0.45333333333333337,0.6941839288953382,84.53960268692822,Random
1.6666666666666667,0.055904961565338925,0.0009183126540321773,0.6449999999999999,0.6509762403913346,115.6588608169571,Random
2.293577981651376,0.05812545410511019,0.001079535195855849,0.5716666666666668,0.701568060773984,141.5012844704787,Random
2.2026431718061676,0.053038674033149165,0.0011872238141857636,0.5683333333333334,0.6846561442792125,144.43288309659326,Random
2.066115702479339,0.05232177894048398,0.0008107137782052925,0.5400000000000001,0.6469978001070219,190.87883879010295,Random
2.7777777777777777,0.07568590350047304,0.0020335570513192987,0.5866666666666667,0.7875881425417849,113.84626013308142,Random
2.2624434389140275,0.0529333921482135,0.0011672450177374033,0.5483333333333333,0.6815998638741576,96.7024999532351,Random
2.1929824561403506,0.05619292905642707,0.0010019143581528516,0.545,0.6699956006851594,125.92070949790796,Random
2.347417840375587,0.054139408978118655,0.002037064447823745,0.5500000000000002,0.6956475283008678,101.13332107581031,Random
2.293577981651376,0.05965697240865026,0.0010371578921794448,0.6233333333333334,0.7329509403498691,111.0752754492371,Random
2.0408163265306123,0.05274725274725275,0.0012716071753602703,0.5783333333333334,0.6663092621664051,143.78905320591758,Random
2.577319587628866,0.06191950464396285,0.0020202185101663526,0.6383333333333334,0.7850778143053208,80.29776211603992,Random
1.5384615384615385,0.06374501992031872,0.0014210420894342675,0.5483333333333335,0.5757054857493105,83.81578127120058,Random
1.953125,0.05689900426742532,0.0008932314185842004,0.5316666666666666,0.6261935010668562,127.89300292019315,Random
2.2727272727272725,0.06518196632265073,0.004227885745265341,0.5316666666666666,0.6762045824897536,66.80697231923436,Random
2.1459227467811157,0.05617977528089888,0.0012660418912947189,0.49333333333333323,0.631933355837392,73.72906751747136,Random
2.403846153846154,0.06013530443497871,0.0024888465702535517,0.6233333333333332,0.7496107491856676,83.99006640773264,Random
2.314814814814815,0.05272407732864674,0.0010675702989796946,0.47000000000000003,0.6424032415543839,102.56344614750249,Random
2.8735632183908044,0.07462686567164178,0.0027440961680743267,0.5150000000000001,0.7586911991765312,87.9936535720234,Random
1.4367816091954022,0.05071851225697379,0.0007619472800948458,0.65,0.6181968694435538,212.09114372485308,Random
1.7182130584192439,0.052310374891020056,0.0007110437080645718,0.5466666666666667,0.5988095524856416,211.84077040104808,Random
2.7777777777777777,0.056899004267425314,0.0012888866942826972,0.6683333333333333,0.8318914177335229,147.11395480149247,Random
2.577319587628866,0.05953857603572315,0.0014076170894245887,0.4566666666666668,0.6754825821532608,101.97212743963728,Random
1.8796992481203008,0.07166318303971335,0.0011147660693528,0.51,0.6058706829779734,134.9558568176809,Random
2.3255813953488373,0.05595709955700629,0.0011964836524837074,0.7000000000000001,0.7828264841915772,123.93099040383305,Random
2.1645021645021645,0.0545578540577404,0.0009387117454580651,0.6466666666666667,0.7263147881897598,179.10211244059374,Random
2.631578947368421,0.0684931506849315,0.0022698215100701814,0.48666666666666675,0.703860129776496,55.05399099804028,Random
2.347417840375587,0.05964214711729623,0.002263996845330882,0.555,0.7000232128356622,105.98868498124429,Random
3.205128205128205,0.06628003314001657,0.00150215992194693,0.7016666666666667,0.9183392390542349,141.67722409745275,Random
2.293577981651376,0.06158583525789067,0.0011470407497179678,0.6066666666666668,0.7234331560621792,144.89049209828664,Random
2.5641025641025643,0.06458557588805167,0.0012023686909581625,0.6333333333333334,0.7807617785873976,139.82585023198493,Random
1.3850415512465375,0.05203816131830009,0.0007627037329240449,0.5666666666666668,0.5607657730165556,184.65289524698184,Random
2.293577981651376,0.06705783738474434,0.0009470647151381999,0.44166666666666665,0.6258011565938925,58.56907191550661,Random
2.824858757062147,0.06711409395973154,0.003139968930789133,0.5216666666666667,0.7535073370492549,61.0492855982993,Random
1.858736059479554,0.04388370817334065,0.0006654032671641431,0.42000000000000004,0.5417813359652683,122.27026915604615,Random
1.9607843137254901,0.058895705521472386,0.002982003860467422,0.5083333333333333,0.6138415734391915,48.876486409540924,Random
2.6455026455026456,0.06537728139471534,0.0021549659815108617,0.53,0.7311697171740756,69.52818857509462,Random
1.9011406844106464,0.051757601897778734,0.0008385422871430361,0.58,0.6461105031360417,230.31520049093606,Random
2.074688796680498,0.05026178010471203,0.0013590027003062236,0.47333333333333344,0.6077687645282528,113.87683703634843,Random
1.7301038062283738,0.05537609598523303,0.0008142075330131491,0.6516666666666667,0.6643595949305643,137.27810443683526,Random
1.9607843137254901,0.05583992554676594,0.0011253984967892158,0.5116666666666667,0.615077628445515,102.54158500468968,Random
2.6737967914438503,0.0684150513112885,0.0017018743618600564,0.5433333333333333,0.7441732815443997,95.72521171713919,Random
3.048780487804878,0.061208875286916604,0.0013855888814214377,0.6050000000000001,0.8356192919924609,103.23574893476753,Random
2.066115702479339,0.055274067250115154,0.0008672032151836648,0.6366666666666667,0.7057358721844296,129.9176041781125,Random
1.8450184501845017,0.05763688760806916,0.0007003561901830521,0.4483333333333333,0.5601619894296925,284.76507419358126,Random
3.0120481927710845,0.07949652202716131,0.0045052701656544914,0.565,0.8106813594224529,79.40167897508806,Random
2.6041666666666665,0.057375089648577564,0.0013221335271559602,0.6650000000000001,0.8039687724121445,138.0953498936553,Random
1.9083969465648853,0.05672417868116284,0.0013439449056670606,0.6350000000000001,0.6814405866550235,114.25490827619019,Random
1.8867924528301887,0.049782202862476664,0.0007690152817515743,0.565,0.6344644186401474,163.47210375081235,Random
2.2727272727272725,0.05245901639344262,0.0013202758278315918,0.5366666666666668,0.6760238450074516,106.73051958721675,Random
1.7421602787456445,0.05555555555555556,0.000802845186631575,0.3966666666666666,0.5132129307007355,184.90258222113349,Random
2.109704641350211,0.06276150627615062,0.0011394940404630344,0.5350000000000001,0.6531460727715693,70.93482379585812,Random
2.6455026455026456,0.08333333333333331,0.0016894398779676264,0.5966666666666668,0.7756587301587301,123.10934864177158,Random
1.937984496124031,0.05016722408026755,0.0007918855336550235,0.48333333333333334,0.5932394804386715,187.6403581449254,Random
3.067484662576687,0.06371117600212368,0.0024641438411237095,0.535,0.7970504933870339,116.10513371711521,Random
2.73224043715847,0.06422263848006422,0.0016828835387472942,0.4850000000000001,0.7168917251937865,104.81509890983713,Random
2.487562189054726,0.055350553505535055,0.0012389890148338486,0.3766666666666667,0.6129719667345928,100.06295031861522,Random
2.688172043010753,0.060331825037707384,0.0017702609051428709,0.545,0.7453087627110397,102.86119693725685,Random
2.0408163265306123,0.06289308176100629,0.0015894937087872116,0.46,0.5978457194198434,42.64405685652527,Random
2.403846153846154,0.06217616580310881,0.0012043691869250276,0.5616666666666668,0.7131209645277004,139.47528140588892,Random
2.336448598130841,0.051646223369916075,0.0009805122072170022,0.5783333333333333,0.7103788455621051,167.32428081949627,Random
2.304147465437788,0.06315789473684211,0.0012127048763195774,0.5566666666666666,0.6954115934998786,102.2912481199618,Random
2.109704641350211,0.048484848484848485,0.0011805215397637959,0.5650000000000001,0.6675769083237437,148.94239133930657,Random
1.5772870662460567,0.05305039787798408,0.0006647966385337537,0.5616666666666668,0.5868556594064045,220.66148449828592,Random
2.7624309392265194,0.0675295441755768,0.0024618596604906668,0.46333333333333343,0.7092470269278721,66.20538542929242,Random
3.3333333333333335,0.07003209804493726,0.0019091645533782914,0.5166666666666667,0.8275080245112343,120.58484290036307,Random
1.838235294117647,0.0584652862362972,0.0010064614655912892,0.5216666666666667,0.6033516156767214,148.50214215838108,Random
2.3584905660377355,0.06525285481239804,0.0014025176470526402,0.5516666666666666,0.7010867986087598,132.2989360815181,Random
1.8867924528301887,0.05620608899297424,0.0009963649172450846,0.5733333333333334,0.6410703901727719,251.37356677700956,Random
3.205128205128205,0.06099110546378653,0.0023692209432928054,0.5316666666666667,0.8150170071351774,55.3061433916155,Random
2.717391304347826,0.06952491309385864,0.0015826053978529972,0.6916666666666667,0.8399899239256385,155.1717098305248,Random
1.6339869281045751,0.056192929056427074,0.0007709348104165905,0.6183333333333334,0.6301462714797931,196.1717588759664,Random
2.1186440677966103,0.06756756756756757,0.0008746262386414247,0.5316666666666666,0.6536885020613834,191.27786738273164,Random
1.6286644951140066,0.059098744151686776,0.0009559000921173373,0.5916666666666667,0.6140743603050227,197.69932164378926,Random
1.7921146953405018,0.047562425683709865,0.0012745152920422933,0.5433333333333333,0.6067078107220027,147.4541038566353,Random
2.7777777777777777,0.06193548387096774,0.0022736596526154043,0.5833333333333334,0.7821505376344087,72.69795825899544,Random
2.6041666666666665,0.06874820968203953,0.0019030460530820772,0.5516666666666666,0.7388120524205097,80.2756157835221,Random
2.2522522522522523,0.06685236768802227,0.0019290969083843646,0.48333333333333334,0.6445509297598434,59.97163901149582,Random
2.73224043715847,0.05952380952380952,0.0012144931841727054,0.6483333333333333,0.8137170179547228,105.37704197575782,Random
2.155172413793103,0.06066734074823054,0.0009548912203211537,0.545,0.6654426972560231,271.9659361651354,Random
2.0491803278688527,0.052735662491760045,0.000916155027996695,0.6166666666666667,0.6905609648032679,150.9087506448728,Random
2.3255813953488373,0.062143966856551,0.001557471809426458,0.4666666666666667,0.6443732010164633,158.24911579826542,Random
1.3774104683195594,0.04786597526924611,0.0013565561834780419,0.5233333333333333,0.5325780640652454,70.98872327557427,Random
